Gene,MIP56_Myo_DS
Cadm1,0.00671392125729119
Actn2,0.00666457036782083
Krt19,0.00658953276187274
Aldh1l1,0.00657582514426279
Scn2b,0.00655769414290189
Htra1,0.00653152250145154
Dtx1,0.00648848198474765
Gadd45g,0.00646498096666177
Ece2,0.00644505848394077
Myo18b,0.00642655599212011
Col20a1,0.00642649119415714
Mpped2,0.00641595407385814
Gli3,0.00641482753103997
Barx2,0.00639083138682187
Reep1,0.00630540658590508
Tmem74b,0.00629122516973441
Ppp1r14c,0.00627786120480006
3425401B19Rik,0.00626477658845215
Chchd6,0.00625250574076409
Pak3,0.00623386061737084
Kcna6,0.00618928343629387
Wnk2,0.00617907954164509
Iqsec1,0.0061345049855098
Rab11fip4,0.0061333995826927
Il17rd,0.00610604602280897
Hist3h2a,0.00607107662462948
Znrf3,0.00607071509844708
Lrfn2,0.00602802180933391
Pmepa1,0.00598827607387896
Ndnf,0.00593409131779785
Lhx2,0.00592877728355361
Zfp46,0.00589439617538507
Mbnl2,0.00585042460274532
Cd6,0.00579041976181774
Duox2,0.0057712322653786
Cpxm2,0.00568266202741409
Mecp2,0.00564538672135855
Zfyve9,0.00562948429019263
Lbx1,0.00561687031672932
Pex10,0.00560387184827102
Slpi,0.00558164284585464
Nppa,0.00558139392160786
Gimap3,0.00557762010632848
Dagla,0.00556064649916231
Maf,0.00555191510821166
Dgkg,0.00552817668730178
Cacna1a,0.00552055894787119
Ncam1,0.00551245036219013
Adra2b,0.00544435288921931
Srrm4,0.0054338310965596
Tmprss6,0.00541973906114535
Klhl29,0.00538172334887175
Smpd3,0.00536669256637609
Sorbs2,0.00535652687070215
Adamts9,0.00535141851314274
Prrt4,0.00531423579614319
Evi5l,0.00530760422199708
Abcc3,0.00526747641470014
Dok1,0.00523995701721298
Zfp507,0.00522565351257099
Smoc2,0.00521351133259167
Clec11a,0.00519607448233825
Csf2rb,0.00518941264243855
Cyp26a1,0.00516503074672065
Prdm8,0.00514640441882667
Wnt10b,0.00510335050823209
Sema6d,0.00509755153709317
Tnnt1,0.00508428593021907
Satb1,0.00503126435059466
Inppl1,0.00501428313660879
Rhbdl3,0.0049988902657963
Yap1,0.00498874130602305
Slc30a4,0.00496199411577973
Sec31b,0.00492937567371003
Mgat5b,0.00482836389739018
Znhit3,0.004824391931776
Clic3,0.00479426954572822
Tnfsf8,0.00478060850166093
Lef1,0.0047358765760413
Pura,0.00473226726505107
Dio3,0.00473062334315092
Adgrb2,0.00470945608148453
Fmod,0.00468290635711564
Tubb2b,0.00468287535952699
Aff3,0.00466593747940941
Kcnq4,0.00460589959073782
Tns1,0.00457483564491536
Colec12,0.00456352001979171
Gatm,0.00455350798585178
Nes,0.00454994413923453
Tmem163,0.00454298825137985
Cebpa,0.0045314476032923
Spag6l,0.00452206918400239
Mdga1,0.00447548575371217
Fam20c,0.00447438504014005
Tap1,0.00447196537823759
Tspan11,0.00446231962564884
Cacna1e,0.00442963202186571
Ybx2,0.00441444135721438
Ccdc33,0.00439192783427955
Gja5,0.00436897131150578
Ephb1,0.00435833823589137
Dpf1,0.00425752500349509
Mxi1,0.00423179849899906
Kctd1,0.00421122588776621
Klk1b26,0.00419886425776295
Scarf2,0.00416163830040972
Efnb1,0.00408902542373413
Igf2bp1,0.00407252977730613
Mast1,0.00404287219471529
Med12l,0.00403317067396091
Anp32b,0.00403019310503304
Kcnd2,0.00402441589824848
Chst8,0.00402401716272544
Cacna2d4,0.00399466251192072
Nptxr,0.00397769657833859
Man1c1,0.00397453277816333
Obsl1,0.00394017934252497
Gfra1,0.00393075574195435
Slco2b1,0.00392921136303057
2510009E07Rik,0.00386280178557195
Gdf10,0.00383144651837322
Lonrf3,0.00377378547471214
Flt4,0.0037410292554618
Zfr2,0.00373467531313376
Loxl3,0.00370253965191662
Runx3,0.00369535076845113
Camk1g,0.00368612226017392
Dlgap3,0.00365845304200784
B4galnt1,0.00365544785771503
C1ql1,0.00364776453537731
Rbfox1,0.00363984473196691
Nrcam,0.00362632553646553
Itga8,0.003619329290783
Abca4,0.00360785835507884
Drd1,0.00358276648978494
Cdon,0.00357287712082447
Kcnc3,0.00355916582529749
Igf2r,0.00355407631004136
Flt1,0.00354172577953368
Prune2,0.00351082282599369
Nr6a1,0.00348692731858554
Zfp280b,0.00348643781514636
Samd5,0.00346706886971188
Rassf10,0.00346281598449105
Mpzl2,0.00333985821310933
Bdnf,0.00333402038595844
Stard8,0.00330761899681815
She,0.0032882416238544
Itga11,0.00324644648843926
Ttyh1,0.00321155797592527
Cidea,0.00318894920734636
Chd7,0.00318733660086348
Tshz3,0.00318578716245159
Pip5k1b,0.0031689088214212
Itih5,0.00316614965949436
Pappa,0.00316526366494588
Shank3,0.00315809092983355
Slc6a19,0.00315768042224445
Jph1,0.00315359246510984
Acoxl,0.00313168217418149
Adamts2,0.00312728123646936
Fam83f,0.00310353018060168
Fjx1,0.00308425076142993
Gdf7,0.00306935394225353
Zfp467,0.00306825038207075
Sash1,0.00306407375600833
Ace,0.00306407166607615
Hoxb3,0.0030568112359694
Osr2,0.00305064973129871
Lamb1,0.00304422342556893
Fam19a5,0.00304206246686905
Muc5b,0.0030344424495089
Ppargc1a,0.00302101434077395
Trim7,0.00301788683750768
St14,0.0030090750502156
Ramp3,0.00298631148572165
Matn4,0.00298615946292595
Vstm2b,0.0029596783216846
Gpm6b,0.00295675359900756
Ppfibp2,0.0029547768163756
Rufy4,0.0029487178944096
Trim29,0.00294628083673246
Mpp2,0.00293281978900199
Pdgfa,0.00291437359946483
Cacna1i,0.00290838446046318
Sox8,0.00289284996075915
Lgi3,0.00287955492090288
Mafa,0.00286829738450922
Sall3,0.00282176518461556
Adamts8,0.00281983859091299
Slc8a3,0.00281009690692887
Apcdd1,0.00280231655538127
Wipf3,0.00278394904220413
Prkcb,0.00277288132605271
Nos3,0.00275287511988373
Fmnl1,0.00273586126244392
Csf2rb2,0.00272612692609802
Prlr,0.00272491687979907
Ngef,0.00271813575091667
Cdkn1c,0.00271472402663167
Cd300lg,0.00271029525503914
Oplah,0.00269382875475962
Rasgrf1,0.00269291139421831
Myl3,0.00268470617063949
Plb1,0.00268177116696282
Ccdc184,0.00267853359096759
Efcc1,0.00266509652537996
Cacng6,0.00264610881361566
Srrm3,0.00264487900497929
Sobp,0.00262265156828458
Phactr1,0.0026115075349247
Des,0.0026091106368306
,0.00260498880587635
Dok5,0.00258427384147995
Prkca,0.00257857644600617
Ntm,0.0025778616761262
Clmp,0.00255347835315684
Chrd,0.00253944827925283
Tet2,0.00252065416979517
Rcan2,0.00251932796124828
Tbx4,0.00251649874456489
Sspo,0.00251201638714394
Rgs20,0.00248422117951689
Fam69b,0.0024832471062796
Usp2,0.00248128999048797
Alox8,0.00247718055885624
Farp2,0.00242674425649846
Tnfrsf11a,0.00240816642197408
Hoxb7,0.00240665446542458
Psd2,0.00238276633012526
Twist2,0.00236691707412451
Icosl,0.00234446729986559
Epas1,0.00233415870832756
Trim72,0.00231519268747805
Ccdc85a,0.0023033501900285
Cyb5r2,0.00227303465042858
Skap2,0.00226108767038618
Slc6a20b,0.00226033719316113
Fuom,0.00223505252643959
Sox9,0.00221721196904276
Myom3,0.00221455890053607
Aif1l,0.00217781633152875
Dusp9,0.00214126666362858
Ndufa10,0.0021266317909687
Tac4,0.00211997384597317
Sowaha,0.00211818382552418
Pthlh,0.00211592518603171
Pde11a,0.00210411136622687
Ciita,0.00207938825414059
Ranbp17,0.002070075131297
Fam171a1,0.00206166655145968
Tifab,0.0020520115974189
Nrgn,0.00204876882715438
Cfap46,0.00204056661912721
Hydin,0.00202264102385406
Lad1,0.00199946278723022
Hoxa1,0.0019917433723629
Ascl2,0.00198622573816873
Yes1,0.00198358360373729
Ceacam15,0.00197634125511946
Slc24a4,0.001970436865496
Gdnf,0.00196129111272627
Cd300e,0.00195361201929464
Riiad1,0.00193308989810239
Ltbp3,0.0018981963274066
Neurl1b,0.00189487825505449
Gpr153,0.00187123075279179
Wnt9a,0.00183235250291913
Spock2,0.00182384449956295
Lipe,0.00182170587403412
Rps6ka2,0.00181214379886249
Gfra2,0.00179958811032969
Efna2,0.00179672215871522
Pde4dip,0.00179643714662471
Ceacam10,0.00179022040226202
