Gene,MIP56_Myo_DS
Magi3,8.86520339902627e-05
Sync,8.86404031075093e-05
Fgf1,8.86068137571559e-05
Sntb1,8.84751250415713e-05
Ptprk,8.83659739424597e-05
Gas2,8.80904847161861e-05
Nim1k,8.80370589660166e-05
Gpt2,8.79769287121338e-05
Rhod,8.79296454230655e-05
Map3k10,8.79175428684084e-05
Spef2,8.78961277037837e-05
Apba1,8.78797201018318e-05
Adamts17,8.77537913133657e-05
Syngr1,8.77168909953287e-05
Fam69c,8.76577321431129e-05
Nfil3,8.76455981256984e-05
Mmp23,8.76451632827003e-05
Arhgef40,8.76440548646658e-05
Tbxas1,8.76415355557556e-05
Trf,8.76413184159281e-05
Arhgef4,8.74326434232274e-05
Arap2,8.73092720400737e-05
Adcy9,8.72826807158763e-05
Hbegf,8.72652083982415e-05
Sigirr,8.72390828076013e-05
Man2b2,8.72094069937056e-05
Etv4,8.707788084522e-05
Csmd1,8.70203478484157e-05
Lrrc20,8.68899803128234e-05
Nmnat3,8.68469008249951e-05
Plp1,8.63695567034702e-05
Rin3,8.6316054428546e-05
Gpc3,8.63045349122381e-05
Cped1,8.6195334304721e-05
Dusp15,8.60795636940413e-05
Inpp5d,8.60719427931572e-05
Dhdh,8.60344704941656e-05
Pkm,8.59704595797596e-05
Cda,8.58827191794156e-05
Grik2,8.58322800133308e-05
Glipr2,8.57295652228494e-05
Trim44,8.57233378028279e-05
Nr3c1,8.56892033208825e-05
Helz2,8.56330830403866e-05
Tmem106b,8.56102867842868e-05
Gjb3,8.55994314215635e-05
Chst2,8.55708529354103e-05
Cdyl2,8.55019704083262e-05
Arid5a,8.54957209965827e-05
Fam49a,8.54488665017723e-05
Tspan15,8.5434160984866e-05
Ache,8.54261560130568e-05
Hpn,8.54160184627614e-05
Tle1,8.53827229276971e-05
Bcl2,8.53734562037937e-05
Sptbn2,8.53501200944312e-05
Mtap,8.53360826291941e-05
Cers4,8.52836161718682e-05
Cep162,8.52519555999725e-05
Ripply3,8.52103608000575e-05
Adamts14,8.52017022022302e-05
Megf8,8.51071725166399e-05
Krt18,8.50067692770216e-05
Lrig1,8.49311952987129e-05
Shisa6,8.49225487855808e-05
Nckap5,8.491884492184e-05
Arl4c,8.48976577868443e-05
Angpt4,8.48030824853793e-05
Prodh,8.47833248637911e-05
Pstpip1,8.47225708569804e-05
Pah,8.4672134680801e-05
Adssl1,8.46397569436241e-05
Cast,8.4568723968876e-05
Pid1,8.45271184466711e-05
Slc2a6,8.44564761806553e-05
Cspg4,8.4391856822522e-05
Rassf1,8.43237045608143e-05
Sh2d5,8.42687259404378e-05
2700081O15Rik,8.42302201051456e-05
Mall,8.42244137821814e-05
Pctp,8.4200908864337e-05
Ppp1r9a,8.40486137797763e-05
Irak3,8.39624021470235e-05
Ccdc85c,8.3942539341265e-05
Jag1,8.39179142406251e-05
Serinc2,8.38889567492163e-05
Cpt1b,8.38805870888354e-05
Efemp1,8.38244893877045e-05
Tmem9,8.3804440716236e-05
Opa3,8.38016112874713e-05
Parva,8.36246025290868e-05
Hdac6,8.34420226237257e-05
Ttc14,8.34297672607564e-05
Sacs,8.33825379555597e-05
Slitrk4,8.33619666962636e-05
Sema5a,8.32813498348281e-05
Tbrg4,8.32410284412312e-05
Vwa3a,8.32137749913289e-05
Cbx6,8.31709575832422e-05
Plcl1,8.30986011770833e-05
Tbc1d9,8.30969579979113e-05
Steap4,8.30175354457119e-05
Pcmtd2,8.29601644105952e-05
Pon3,8.29557649989938e-05
Aifm2,8.29318235405119e-05
Slc16a8,8.28393251650175e-05
Cdh20,8.28351929122235e-05
Zbtb45,8.28283388057774e-05
Scin,8.27417304349441e-05
Matn2,8.26922321725949e-05
Sla,8.26353609660233e-05
Hap1,8.25797624842242e-05
Nacad,8.25552386154413e-05
Vgll4,8.25254941180166e-05
Ppp1r16a,8.25024125327961e-05
Dnm3,8.24513503212125e-05
Ephx2,8.24489882704026e-05
Psmc1,8.23933897040843e-05
Col4a3,8.23083307387901e-05
Prkx,8.22818190553888e-05
Plcb1,8.22576935453496e-05
Enpp5,8.22312942598012e-05
Akap2,8.20034722754992e-05
Lman1,8.1945911453241e-05
Myo5c,8.18360625017605e-05
Tpd52l1,8.17600987436152e-05
Pkhd1l1,8.17478046889387e-05
Tbc1d8,8.17455872737837e-05
Tbl1x,8.16300613205831e-05
Thsd7a,8.1629068125314e-05
Fkbp1a,8.16081754313552e-05
H2afy,8.16064883094164e-05
Ezh1,8.14886069924717e-05
Il1r1,8.14535862639746e-05
Rgs10,8.13981713800786e-05
Rph3al,8.12796839201511e-05
Cobll1,8.1274551666227e-05
Stap2,8.10665042122555e-05
Ap3b1,8.10502125921085e-05
Atl1,8.07335341704438e-05
Esr1,8.06864282507035e-05
Ankrd26,8.06637317810363e-05
Lypd6,8.05742776857979e-05
Raph1,8.05427949182866e-05
Erbb2,8.05192289704566e-05
Slc26a9,8.04811018515901e-05
Lmod2,8.0475061699755e-05
Hcn1,8.0445408002885e-05
Kbtbd11,8.04036854942476e-05
Ttyh2,8.0348851264473e-05
Jun,8.03297580297928e-05
Cachd1,8.02952774928209e-05
Ppl,8.01898422491203e-05
Trnp1,8.01893619676182e-05
Smox,8.00911806555886e-05
F7,8.00731682882601e-05
Top1mt,8.00520135512625e-05
Tbxa2r,8.00118886007119e-05
Mbp,7.99897979211625e-05
Acy3,7.99493440636175e-05
Gpsm1,7.9757379853568e-05
Chst3,7.97436809746824e-05
Irs1,7.96437249122351e-05
Prr5l,7.95837512631543e-05
Cpeb3,7.95533380067134e-05
Cdkn1a,7.94740590412316e-05
Ap1s1,7.94249566960785e-05
Slc44a3,7.94201890656171e-05
Serping1,7.93912826600762e-05
Pes1,7.93733950686469e-05
Rarg,7.93568816374761e-05
Cnr2,7.9333019768241e-05
Tbc1d12,7.92466740710956e-05
Efhd1,7.92269814167288e-05
Mtmr6,7.91783600863838e-05
Vav3,7.91697240394099e-05
Pla2r1,7.89580668273876e-05
Trem2,7.89247848265314e-05
Gipr,7.89019663802806e-05
Fam183b,7.88803825638327e-05
Ccdc149,7.88765520112543e-05
Axin2,7.8844316399223e-05
Plcl2,7.87992780702794e-05
Frmpd3,7.8773196983061e-05
Stk26,7.87715754513046e-05
Itsn1,7.86806699180087e-05
Rnd3,7.86786035267326e-05
Akr7a5,7.86625573456233e-05
Plekhf1,7.85539382427609e-05
Batf3,7.84947660238669e-05
Tfg,7.83997227681763e-05
Siglech,7.83296807467554e-05
Ciz1,7.82484670491932e-05
Itpr1,7.82177642970991e-05
Klrg2,7.8168528592668e-05
Eif3h,7.80608661020812e-05
Myo1e,7.80379113037776e-05
Wtip,7.80372594859236e-05
Il4ra,7.80360270464227e-05
Bach2,7.79690183123343e-05
Wfikkn2,7.79421589666851e-05
Blvrb,7.78997849212233e-05
Cstf2,7.78658442756159e-05
Creb3l1,7.78131439700019e-05
Fzd9,7.77898031252917e-05
Shisa4,7.77657927845788e-05
Rassf2,7.77554018995763e-05
Dtnbp1,7.75585717375254e-05
Fgfr2,7.75537197424121e-05
Rgl1,7.74880828057926e-05
Plcb4,7.73870326789293e-05
Synj2,7.7335464179305e-05
Adamts19,7.71747891001803e-05
Myom1,7.71035098195041e-05
Pgf,7.7088964990888e-05
Dhh,7.70618130634851e-05
Kdm7a,7.69714905277222e-05
Zdhhc21,7.68733482474009e-05
Ptpra,7.68604878975877e-05
Akr1b10,7.68401868767313e-05
Fzd4,7.68024008537772e-05
Itih3,7.67911365530536e-05
Idh3b,7.67208806964373e-05
Thsd1,7.6701454384032e-05
Ctps2,7.66991768576556e-05
Tead4,7.66833250506078e-05
Cyb561d2,7.65846027045715e-05
Lrrc1,7.65337997014431e-05
Cir1,7.65333000424819e-05
Pttg1ip,7.64555223110305e-05
Ngf,7.64431100928858e-05
Cmip,7.63931288356307e-05
Asap2,7.63448913549029e-05
Bmf,7.63252237256836e-05
Trpm4,7.61649761560878e-05
Prps2,7.61585137086055e-05
Colec11,7.61013557414783e-05
Mki67,7.6046458288242e-05
Bspry,7.60288769588474e-05
Gch1,7.59303683480401e-05
Pik3ap1,7.58490484947116e-05
Pcolce,7.57951837731194e-05
Tmem170b,7.57919108172344e-05
Ptges,7.5764763526697e-05
Gse1,7.57028183433522e-05
Chrm1,7.56930429905525e-05
Celsr3,7.55617701809975e-05
Thsd4,7.54531375599952e-05
Flna,7.5449690735547e-05
Cpm,7.54422830295245e-05
Fbxl14,7.52441295614103e-05
C1qtnf2,7.52256492877481e-05
Acta2,7.51323628019258e-05
Slc25a26,7.51195183442437e-05
Fhad1,7.49690922984911e-05
Tigd2,7.49497386754658e-05
Fgf2,7.48669207735472e-05
Nrtn,7.48659604397964e-05
Panx2,7.48146543156094e-05
Lvrn,7.47805772003804e-05
Phrf1,7.46865782181849e-05
Efhd2,7.46545613583885e-05
Crim1,7.45516845418489e-05
P3h2,7.4538034145963e-05
Pcbp4,7.45293006986115e-05
Mmp14,7.44147318733418e-05
Prss23,7.43548787431856e-05
Asap3,7.43495118504751e-05
Hoxa4,7.43404270818102e-05
Snrk,7.43070772818674e-05
Maneal,7.4294139965801e-05
Srpk3,7.42870722877451e-05
Wfdc2,7.42635344483838e-05
Cbs,7.42492126873316e-05
Slc43a2,7.42257532990262e-05
Tbc1d8b,7.41786351031506e-05
Myo1d,7.40289827408737e-05
Slc25a42,7.39612437578093e-05
Tmc8,7.38474077263005e-05
Klk11,7.36979625687485e-05
Fkbp4,7.35544152239767e-05
Mib2,7.35006822951626e-05
Rhoj,7.34837273496383e-05
Clk3,7.34407024412214e-05
Rgs12,7.34203471391095e-05
Ppp1r3g,7.33796500509302e-05
Abat,7.3357080844292e-05
Galnt6,7.33041514351905e-05
Smad7,7.3257072732388e-05
Prkd1,7.31855799104974e-05
Csgalnact1,7.30960662568169e-05
Rapgef3,7.30229591413829e-05
Ankrd27,7.29907012009029e-05
Scgb3a1,7.29767248568708e-05
Rnf19b,7.27872068187192e-05
Chmp6,7.27197778582509e-05
Cdc16,7.26421912978121e-05
Spata13,7.25460526193983e-05
Ust,7.24185921959664e-05
Eva1b,7.23055781130241e-05
Fgd3,7.22386131649659e-05
Plxnb3,7.22270431666164e-05
Stxbp2,7.21890417490165e-05
Tshz1,7.21410935318686e-05
Ttc9,7.21158733459807e-05
Kcnn4,7.2052804010544e-05
Hpse,7.20062064889587e-05
Prr5,7.19518605779738e-05
Arhgap26,7.19282520661516e-05
Slc35g2,7.1917832023539e-05
Ssc5d,7.18906179029766e-05
Slc1a1,7.18827905502895e-05
Tmprss4,7.18718464929746e-05
Gngt2,7.18208833668273e-05
Cyb561,7.17797549146682e-05
Elp3,7.17778584020487e-05
Cox8a,7.1705618401056e-05
Dlg5,7.16624653009578e-05
Errfi1,7.16375826553787e-05
Tspan5,7.14942931191529e-05
Hs3st1,7.13932832340904e-05
Reep6,7.13751332561727e-05
Irs2,7.12602041197685e-05
Elmsan1,7.12041884169616e-05
Eps8l2,7.11895937269741e-05
Mras,7.11327613622374e-05
Scara3,7.11071041361711e-05
Mmd,7.10987582256783e-05
Laptm5,7.10566879692879e-05
Cd47,7.09913083109352e-05
4930578C19Rik,7.0913769489589e-05
Tnfaip8l3,7.08284567015666e-05
Tie1,7.07916299132566e-05
Aldh2,7.07802518264044e-05
Zfp746,7.07440903924107e-05
Cyp2u1,7.0732178977115e-05
Gal3st3,7.07305318520444e-05
Trpm2,7.06177436990587e-05
Psmd6,7.05649450907959e-05
Hba-a1,7.05170327961036e-05
Ar,7.04975554784057e-05
Sik1,7.03093633142432e-05
Rcan3,7.02794808311128e-05
Tmem72,7.02581913629837e-05
Chl1,7.01721364858951e-05
Hoxa5,7.0160195281702e-05
Mllt3,6.98172206924729e-05
Map2k3,6.96936751273601e-05
Cyp11a1,6.9667720381095e-05
Elf4,6.96198229914058e-05
Sycp1,6.95609681106212e-05
Isoc1,6.94713087895189e-05
Nrxn1,6.9460930687229e-05
Tmem56,6.94514260618153e-05
Sqstm1,6.94338427348659e-05
Tlr5,6.9363718097106e-05
Taf3,6.92946828233159e-05
Btc,6.92871093145937e-05
1110032F04Rik,6.92517185219601e-05
Unc5c,6.92188261329053e-05
Il6ra,6.9185417651244e-05
Arnt2,6.91457974868556e-05
Idh2,6.91438827091557e-05
Habp4,6.9141927428915e-05
Fkbp9,6.9113073494282e-05
Tubb2a,6.90405964004345e-05
Dgka,6.8985825145852e-05
Ajuba,6.89670398634658e-05
Runx2,6.89485825202687e-05
Mapk12,6.88686575733042e-05
Ncald,6.88666758386423e-05
Scd2,6.88452873250865e-05
Fosl2,6.88309477424875e-05
Rnpepl1,6.86671440956898e-05
Mcoln2,6.85991316367133e-05
Cfp,6.85428028086171e-05
Fgr,6.85390626197688e-05
Evc,6.85143754523311e-05
Slc7a8,6.84848186564592e-05
Id4,6.83583977162917e-05
Sort1,6.83266867697529e-05
Foxo3,6.82963307033646e-05
Spef1,6.82597610576725e-05
Slc48a1,6.82289513968542e-05
Mmrn2,6.81786797603596e-05
Camk2n2,6.80781354635881e-05
Sgms2,6.78242500137831e-05
Chrnb1,6.77617769231832e-05
Adgrl1,6.77198891550741e-05
Sh3bp5,6.77018406240325e-05
Tmem100,6.75826919664169e-05
Med9,6.75594612779434e-05
Plxdc1,6.7473892954921e-05
Piga,6.7442825619713e-05
Amz1,6.7372145749667e-05
Mt3,6.72552628852549e-05
Padi4,6.7216593843958e-05
Pdzrn4,6.7153493653593e-05
Prr15,6.7019835378374e-05
Maml3,6.70145934934011e-05
St8sia6,6.69956998011711e-05
Phldb2,6.69917988781574e-05
Pcdh10,6.69540864042878e-05
Calca,6.69540726838987e-05
Fam84a,6.68924570540779e-05
Fosl1,6.68551973248104e-05
Bloc1s5,6.68100802740725e-05
Ano4,6.68021493611664e-05
Cnn3,6.67812045683953e-05
Vamp5,6.67258172977757e-05
Arhgef6,6.67252037843323e-05
Mfsd1,6.67044785222557e-05
Tmem86a,6.66584547792044e-05
B3gat2,6.66580583192485e-05
Cyp4f17,6.665751890786e-05
1810030O07Rik,6.66485561528124e-05
Tsku,6.66096192537776e-05
Vegfc,6.65817187846271e-05
Rgs7,6.65750499676258e-05
Armc8,6.65726288389668e-05
Gimap8,6.65708702457303e-05
Rtkn,6.65708057856988e-05
Msln,6.64746094233077e-05
Dgki,6.64641626991995e-05
Grip1,6.64449353833353e-05
Tm4sf5,6.6359762495283e-05
Glis3,6.63253439793321e-05
Ptk2b,6.6296333964903e-05
Plekhh2,6.62812365148168e-05
Pnpla3,6.61969564988409e-05
Ly75,6.61664205295592e-05
Armcx2,6.61546425040056e-05
Zfp608,6.6149275374114e-05
Cyp4f39,6.61410745765035e-05
Sphk1,6.60202749661813e-05
Siae,6.590219905094e-05
Rara,6.5871162229331e-05
Tmem117,6.5849226674795e-05
Fam53a,6.58352430729804e-05
Adgrl4,6.56342912917145e-05
Rcc2,6.56162224847816e-05
Fem1a,6.56078126577015e-05
Galnt15,6.53999716921549e-05
Slc35f1,6.53546695208721e-05
Fbxo40,6.5262903410273e-05
Rab11fip3,6.5246322935871e-05
Cyfip1,6.52446018104439e-05
Pdxk,6.52410587700095e-05
Cdc42bpa,6.52039271855214e-05
Grhl1,6.51949400493132e-05
Pdlim2,6.51654549717259e-05
Cntnap1,6.51282552272514e-05
Cfd,6.51268173475552e-05
Gramd1b,6.51074346561388e-05
Srpx2,6.50740633055345e-05
Smim7,6.50144961597872e-05
Acyp2,6.50006872984348e-05
Itgb3,6.49121459739656e-05
Wipf1,6.48571806774238e-05
Ndrg1,6.47785206024788e-05
Gpx3,6.47694584529116e-05
Arl5c,6.47424154847607e-05
Tll1,6.4719720096889e-05
Hoxa6,6.46186467522e-05
Crh,6.45704984223095e-05
Adgrf5,6.44513013114969e-05
Grk5,6.44358407598767e-05
Tnfrsf21,6.43937769024168e-05
Cryl1,6.4378406618857e-05
Vav2,6.4282790382572e-05
Tspan13,6.42330965871707e-05
Rbfox2,6.41430047461701e-05
Cilp2,6.4028241602051e-05
Cemip,6.39552303625207e-05
Lhpp,6.39531655727451e-05
Sost,6.39138477710618e-05
Map7d2,6.38639094188751e-05
Tmod2,6.38556290567065e-05
Pfn2,6.38536009967396e-05
Fhod1,6.3824493655413e-05
Cand2,6.38000002173172e-05
Ctsf,6.37701314436331e-05
Zbtb42,6.37602146337246e-05
Itga4,6.37078435731292e-05
Utp20,6.36810060754266e-05
Odf3b,6.36751545729882e-05
Ier5,6.36540976808659e-05
Igsf10,6.35652291401477e-05
Dcbld1,6.35624189391382e-05
Slc22a18,6.35006577164757e-05
Thnsl2,6.34441056116991e-05
Rasgef1b,6.32785548554359e-05
Cyp4b1,6.32133416868146e-05
Robo1,6.32075061197241e-05
Pogz,6.32029026867532e-05
Stx11,6.30148648812083e-05
Hipk2,6.30109070161071e-05
Serpina3i,6.30027459107807e-05
Lcp1,6.29871004333601e-05
Nynrin,6.29060266838088e-05
Duoxa2,6.28822295471663e-05
Mocs1,6.28740015749356e-05
Stard10,6.28604631501167e-05
Tgm2,6.28349801367221e-05
Hs6st3,6.28299464059445e-05
Pm20d1,6.27459401088065e-05
Lbp,6.27024171799363e-05
Myo18a,6.25447232227371e-05
Moxd1,6.25403567766788e-05
Ube2e2,6.25112049930134e-05
Pinx1,6.24913511460399e-05
Rimkla,6.24576240641902e-05
Mia3,6.24299321213093e-05
Col6a5,6.23925881458294e-05
Slc46a1,6.23895111777206e-05
D7Ertd443e,6.23547193466923e-05
Pdzd3,6.23475455215019e-05
Adarb1,6.22974968328029e-05
Tmeff1,6.22421926692203e-05
Spred2,6.22318701281492e-05
Cpn2,6.20836137676851e-05
Gna11,6.20622208678345e-05
Lrtm1,6.20288914130149e-05
Gnb4,6.19831233965426e-05
Ubash3b,6.18772591288333e-05
Eng,6.18440775378146e-05
Lrrc49,6.18227545984386e-05
Tbc1d14,6.17453351788576e-05
Tcf7l1,6.16231953772763e-05
Cd200,6.1563356559603e-05
Ccser1,6.15352473908906e-05
Glis2,6.15314386522047e-05
Wwox,6.1527094786424e-05
Gpr137b,6.15160493889371e-05
Trmt10c,6.15135534905914e-05
Osbpl10,6.14365852067779e-05
Cox6b2,6.13095667719795e-05
Hcfc1,6.12751468645414e-05
Cdk6,6.12725470374647e-05
Fam110a,6.12443791214654e-05
Cyp4f16,6.12262893074548e-05
Gm11992,6.11609061336679e-05
Serhl,6.11522103125273e-05
Tmie,6.11480631573665e-05
Cdc27,6.11328880487901e-05
Helb,6.11057275446493e-05
Ddit4l,6.07533658639298e-05
Cask,6.07239598332581e-05
Dnaja4,6.07090866385152e-05
Fam217b,6.06957977696889e-05
Lrrc56,6.06553859541959e-05
Slc22a4,6.06045208178115e-05
Egr1,6.05186763849265e-05
Dgkh,6.04963838534938e-05
Cacnb3,6.04940849140572e-05
Kif13a,6.03718566236645e-05
Degs2,6.03097120016939e-05
Sema6c,6.03002569991307e-05
Gnb5,6.02979268340722e-05
Pik3c2b,6.02407399373442e-05
Slc4a8,6.02262237118738e-05
Zdbf2,6.02232825360861e-05
Smim24,6.01752915171502e-05
Sgk3,6.00933308329825e-05
Chst7,6.00490021271583e-05
Papss2,5.98756649567601e-05
Ctdsp1,5.9863299177242e-05
Pkia,5.98429596445213e-05
Cd3eap,5.98164450264378e-05
Dpp7,5.97663696539534e-05
Tnfrsf25,5.97636551591252e-05
Uqcrfs1,5.9721506950767e-05
Acacb,5.97087823940533e-05
Dclk2,5.96471409349282e-05
Rab36,5.96431982637402e-05
Stc1,5.95813297350965e-05
Lingo4,5.94954827188531e-05
1190005I06Rik,5.94785101933415e-05
Sbsn,5.94360490077013e-05
Zbtb34,5.93307103529895e-05
Chrnb2,5.93283529776722e-05
Spry2,5.92682354238673e-05
Oxct1,5.92368664148404e-05
Cntn5,5.92126541575286e-05
Hpcal1,5.91957030425017e-05
Psmg4,5.91819158417936e-05
Tead2,5.91483540422045e-05
Abcc4,5.91220506776502e-05
Slc43a1,5.90501467818217e-05
Dock4,5.9039753148055e-05
Dbp,5.89944781395469e-05
Agap3,5.89576189139138e-05
Upp1,5.89575804100026e-05
Noc2l,5.8955022118765e-05
Agtpbp1,5.89518339689947e-05
Edn1,5.87490734434768e-05
Hist1h2bb,5.86938128762139e-05
Ppdpf,5.86816183287832e-05
Bcar3,5.86617862074629e-05
Gas8,5.86590200479124e-05
Pde8a,5.86574461806772e-05
Elovl7,5.86557008623871e-05
Laptm4a,5.85879034723855e-05
Avpr1a,5.84611165585791e-05
Pkn1,5.83945726784696e-05
Srms,5.83443784731649e-05
Map3k6,5.82862657403192e-05
Emid1,5.82611192689791e-05
Mief1,5.82418572158896e-05
Rreb1,5.82417772310104e-05
Parvb,5.81516586576588e-05
Adgrl3,5.81404576163832e-05
Bcat1,5.81114265502492e-05
Rb1,5.8111401997875e-05
Myo1g,5.81026597706735e-05
Agt,5.80911168705804e-05
Cttnbp2,5.80500945458512e-05
Mpp3,5.80395720913918e-05
Arhgap31,5.80120857816594e-05
Lrrc8e,5.80049008159096e-05
Slc22a17,5.79879925671258e-05
Car3,5.79824811446673e-05
Dact1,5.79658320984305e-05
Dtx4,5.79103471201108e-05
Pdlim5,5.78878079812646e-05
Insig2,5.78598603083747e-05
Hsdl1,5.78441281673982e-05
Fign,5.77869215806912e-05
Purg,5.77688258234966e-05
Homez,5.77577336909715e-05
Peg3,5.77564534577896e-05
Cd209a,5.77488776941199e-05
Ypel2,5.77361006518907e-05
Psat1,5.77230887563532e-05
Lrrc24,5.76911702199344e-05
Rai14,5.76890067722795e-05
Hdac3,5.76722418077024e-05
Inha,5.76602493063666e-05
Dusp18,5.76331170863291e-05
Maged1,5.75928251399704e-05
Timp4,5.75630620175371e-05
Gpr157,5.75624091165245e-05
Serpina3f,5.75514292931165e-05
Tspo,5.73420800048425e-05
Tmem238,5.72987242056119e-05
Msi2,5.72872889187705e-05
Arid5b,5.72481411716224e-05
Plod2,5.72347905318299e-05
Zc3h12c,5.72169610181817e-05
Rsad2,5.72129227107549e-05
Rpl38,5.71101664016118e-05
Cav3,5.70304216229327e-05
Prdm2,5.69642947435083e-05
Lrrtm3,5.69266923572902e-05
Atp6ap2,5.68850049474039e-05
Pstpip2,5.67654572061155e-05
AU021092,5.67480239827898e-05
Hs6st1,5.6736231439378e-05
Serpina3m,5.6697243976587e-05
Pcgf2,5.6697024008736e-05
Azin2,5.66301681233157e-05
Lrrc8c,5.66221702834599e-05
Tspyl2,5.65809114752435e-05
Cdkl5,5.64341600595266e-05
Kif5a,5.63426891982205e-05
Rassf8,5.63107638952119e-05
Pygl,5.62217819595342e-05
Ttc7b,5.61839763983264e-05
Slc9a7,5.61763459995837e-05
Dennd1a,5.61599813117133e-05
Igfbp4,5.60856776503214e-05
Slc16a11,5.59724276048909e-05
Aldh5a1,5.59527412132212e-05
Bace1,5.59115625840115e-05
Rcor2,5.58983484942466e-05
Sh3bgrl2,5.58800725669728e-05
Pecam1,5.585263989801e-05
Foxo1,5.58355688056148e-05
Zan,5.58133536837182e-05
Wdyhv1,5.57898319555696e-05
Ttll11,5.57825027511134e-05
Ccsap,5.57594707768554e-05
Rhbdf2,5.57400545161244e-05
Lsg1,5.56575447357402e-05
Klhdc7a,5.56542961412568e-05
Cd302,5.56422774499202e-05
Ppp2r3a,5.56292030578244e-05
Grin2a,5.55836079622748e-05
Inpp5j,5.54974151108543e-05
Snta1,5.54815972554542e-05
Pi16,5.53100318011847e-05
Zc3h12d,5.52774927537631e-05
Slc6a8,5.52435716947263e-05
Anxa2,5.52392148605922e-05
1700017B05Rik,5.51658152198282e-05
Sh3pxd2b,5.5136770371331e-05
Rnf144b,5.50470659781428e-05
Cmpk2,5.50248067088676e-05
Pdlim7,5.50226755884532e-05
Ly6e,5.50128363792461e-05
Snx32,5.50008721022305e-05
Fam19a3,5.47960927834152e-05
Gnb2,5.47624326932288e-05
Id1,5.47410855718091e-05
Atp8b2,5.46403026237731e-05
Zcchc24,5.45862403920556e-05
Tead3,5.4540675880906e-05
Tcaf1,5.45151211692091e-05
Mas1,5.44831638349547e-05
Smyd2,5.4470352045134e-05
Npy4r,5.44340317588506e-05
Crybb1,5.43527413807227e-05
Shc4,5.43145046152918e-05
Rp9,5.42572268532564e-05
Mpp1,5.42339273997039e-05
2010300C02Rik,5.42331039135598e-05
Klhl23,5.4143879550518e-05
Zfand6,5.40919213137453e-05
Mms19,5.40865274884135e-05
Litaf,5.40754060399106e-05
Rab12,5.40433781615735e-05
Pbx1,5.40369794700682e-05
Chmp7,5.40317761021759e-05
Syde1,5.39848710496865e-05
Soat1,5.39751461564836e-05
Slc7a1,5.39684524368913e-05
Higd1a,5.39586989823307e-05
Myo1f,5.39435387299543e-05
Hs1bp3,5.39344531243682e-05
Hhat,5.38943839689351e-05
Chpt1,5.38389467535303e-05
Susd5,5.38254262664231e-05
Sytl4,5.38223748860549e-05
Itga1,5.37796888127744e-05
Irf1,5.37570011683229e-05
Cyp4f13,5.3756723880528e-05
Rnf185,5.36674776548831e-05
Ttc39c,5.36550215721902e-05
Zmiz1,5.36333244955296e-05
Cebpd,5.36087239024676e-05
Nfe2l3,5.35878941808924e-05
6030408B16Rik,5.35852192172343e-05
Cst6,5.35826867045229e-05
Cenpv,5.32467942997303e-05
4430402I18Rik,5.31257677192414e-05
Trp53i13,5.31253072539313e-05
Ankrd13b,5.31229110868275e-05
Tfeb,5.30081582479627e-05
Ndufa5,5.29776080192204e-05
Maged2,5.29604799013026e-05
Gpm6a,5.29431879382979e-05
Lrp6,5.29084225456228e-05
Lmtk2,5.2899207500356e-05
Mylip,5.28726780159391e-05
Stard3,5.27298157125397e-05
P3h3,5.25916140970378e-05
Crtc3,5.25867083829137e-05
Snap47,5.25637873648856e-05
Slc43a3,5.25314615376315e-05
Zbtb7a,5.25124277232271e-05
Cadps2,5.2453486522543e-05
Unc93b1,5.24528575683539e-05
Osbpl1a,5.23700000406576e-05
Sgpp1,5.23554220951563e-05
Parp12,5.23445002691227e-05
Endov,5.22414903414732e-05
Rspo3,5.22330140913742e-05
Lyrm9,5.22242354018356e-05
Xk,5.21797910844134e-05
Dab2,5.21570030732912e-05
Mamdc2,5.20363948901802e-05
Psen2,5.20278220911339e-05
Aire,5.20162827116736e-05
Oxtr,5.20156721666671e-05
Lmod1,5.19802351602367e-05
Nxt2,5.19467502829922e-05
Cracr2a,5.19400906884795e-05
Stab2,5.18858493845284e-05
Fads3,5.18739705384057e-05
Thra,5.18643381236807e-05
Enpp2,5.18440830455002e-05
Gas2l1,5.183402866876e-05
Slc45a3,5.17721019906228e-05
Trio,5.17200492050849e-05
Basp1,5.17171780748463e-05
Trp53bp1,5.17075049773025e-05
Il25,5.16476117165194e-05
Adamts3,5.16429510569459e-05
Dlgap1,5.16411339318146e-05
Cdk16,5.16171253705773e-05
Arsa,5.16024434638355e-05
Mtfr1,5.15931634116552e-05
Psmd11,5.15729194635248e-05
Gcnt1,5.15681408135797e-05
Foxk1,5.15653257515882e-05
Vps9d1,5.15205498317892e-05
Jakmip3,5.14936327536662e-05
Osbpl7,5.14859875290605e-05
Mttp,5.14221927809461e-05
Mcemp1,5.13512993496908e-05
Hmox1,5.13308206139383e-05
Il17ra,5.13188644561558e-05
Alox12,5.12464561408849e-05
Zmynd11,5.12394326800696e-05
Cyth3,5.1195585156561e-05
Rab29,5.11603615575447e-05
Asb11,5.10992599891305e-05
Lgi1,5.10908329659986e-05
C5ar1,5.10793544075704e-05
Jdp2,5.10365665911668e-05
Antxr2,5.10286724161532e-05
Evi5,5.10047845331809e-05
Pde5a,5.10011997496636e-05
Lrrc3,5.09966785477785e-05
Wdfy3,5.09676142234609e-05
Hpgd,5.09656351963472e-05
Clmn,5.09300467550319e-05
Slc46a3,5.08856516833368e-05
Camk1,5.08774058588123e-05
Smad5,5.08172330825172e-05
