gene_symbol,MIP56_Myo_1,MIP56_Myo_2,MIP56_Myo_3,MIP56_Myo_4,DS_value,p_value
Ccm2l,0.103993597149701,0.104685459460049,0.109939230980739,0.103607730215446,0.105556504451484,0.0139500734214391
Nppb,0.097061538950735,0.080309173668233,0.0763868523446788,0.0920662160944046,0.0864559452645128,0.0139500734214391
Smarcd3,0.073011559979822,0.0671983718233718,0.06256293911547,0.0734128920432794,0.0690464407404858,0.0139500734214391
Pear1,0.0542177913281052,0.0516050480364563,0.0532511366435921,0.0559534269113703,0.053756850729881,0.0139500734214391
Myo5b,0.0529179131924134,0.0510418573124682,0.0524100214712738,0.0486496231881736,0.0512548537910823,0.0139500734214391
Fgd5,0.0476747680413132,0.053821978166901,0.0497090380843847,0.0492667477550511,0.0501181330119125,0.0139500734214391
Cacna1s,0.0500913639887632,0.0585333801017139,0.0443746625999002,0.0456216222973366,0.0496552572469285,0.0139500734214391
Unc5a,0.0243793202343642,0.0345691817479187,0.0676043079891976,0.0475557732023943,0.0435271457934687,0.0139500734214391
Prkag2,0.0391410416593978,0.0374442173298482,0.0357913270419609,0.0399673903215435,0.0380859940881876,0.0139500734214391
Nckap1l,0.0367179931893226,0.0313106765955692,0.045873022616164,0.0377539161639225,0.0379139021412446,0.0139500734214391
Dmrta2,0.0614282422815639,0.0137871563610807,0.0416215786604864,0.0284599781088538,0.0363242388529962,0.0139500734214391
Irf8,0.107233510988171,0.0891550827934936,0.124802568137278,0.116485839111371,0.109419250257578,0.0146842878120411
Zfhx3,0.0710465701422256,0.0613306024844719,0.0679417030639981,0.0755051712633379,0.0689560117385084,0.0146842878120411
Erg,0.0596718815239872,0.0680261754252519,0.0815679720085855,0.0636283417483713,0.0682235926765489,0.0146842878120411
Pde4a,0.0623455583423486,0.0607938925589306,0.0532986066358312,0.063833606043386,0.0600679158951241,0.0146842878120411
Prox1,0.0478066820823958,0.0493188317909421,0.0499350043310879,0.0493512978225916,0.0491029540067544,0.0146842878120411
Itgb2,0.0384891332588835,0.0303435408177495,0.0389122363740966,0.0393506346886515,0.0367738862848453,0.0146842878120411
Bmp7,0.181413946200726,0.20959412415778,0.147800609702725,0.182038306910431,0.180211746742916,0.0154185022026432
Crlf1,0.16884866559648,0.070393566579034,0.147643275339313,0.142791900960711,0.132419352118884,0.0154185022026432
Cdh4,0.119244351815731,0.127294510640423,0.0955298819805384,0.137699793895071,0.119942134582941,0.0154185022026432
Xkr6,0.0754420057923135,0.0837306733092857,0.124309985940076,0.0615806039116976,0.0862658172383433,0.0154185022026432
Perm1,0.0839623017854258,0.0850434671713826,0.0771109441519548,0.081470820950437,0.0818968835148,0.0154185022026432
Irf4,0.0719172535066235,0.0594872730869035,0.050628506499134,0.0430762003974331,0.0562773083725235,0.0154185022026432
Ntrk1,0.0692649050157334,0.0329055100608986,0.0477366500374296,0.0351510331118314,0.0462645245564732,0.0154185022026432
Satb2,0.0563206988741334,0.0243718274123295,0.0448276645480213,0.0260936305109653,0.0379034553363623,0.0154185022026432
Ush1c,0.0442263173916856,0.0299220741223289,0.0387227767524444,0.033675563605114,0.0366366829678932,0.0154185022026432
Onecut2,0.0321934632384691,0.0163398154842357,0.0211350159213572,0.017538562672165,0.0218017143290568,0.0154185022026432
Megf11,0.134562298848992,0.145618010075997,0.192893150534508,0.138231009716905,0.1528261172941,0.0161527165932452
Speg,0.0817810031349524,0.0805385037746265,0.0791452497536527,0.0845172632934704,0.0814955049891755,0.0161527165932452
Iqsec2,0.0600221006824759,0.0584179909717267,0.0522763580098905,0.0614041243241964,0.0580301434970724,0.0161527165932452
Tcea3,0.0503416704063118,0.0530991673847078,0.0443814733055998,0.0503645848092449,0.0495467239764661,0.0161527165932452
Pcdh19,0.046903359832747,0.0436622531303451,0.0514006911568825,0.0437640580345191,0.0464325905386234,0.0161527165932452
Mal,0.0422997137372309,0.0452750318408833,0.0435152938602821,0.0471167614279871,0.0445517002165959,0.0161527165932452
Etv5,0.0409524366074152,0.0324044546916161,0.0328763084152859,0.0399873296485435,0.0365551323407152,0.0161527165932452
Kif26a,0.0262071134063,0.0296127738518453,0.0277918366695579,0.0273240605310869,0.0277339461146975,0.0161527165932452
Bcl11a,0.0896221299551651,0.130378074792453,0.145849539440097,0.138184446346613,0.126008547633582,0.0168869309838473
Meis3,0.117095152031658,0.0993341273229036,0.0704697549399558,0.108216959346441,0.0987789984102397,0.0168869309838473
Itpka,0.124639915377576,0.10298266737203,0.0522761837948939,0.103115557946651,0.0957535811227876,0.0168869309838473
Cbx2,0.0944399360755199,0.0900147081641474,0.0761301980977157,0.0870232547278066,0.0869020242662974,0.0168869309838473
Col4a2,0.082034522797531,0.076438458656662,0.080156117390789,0.08256471426613,0.080298453277778,0.0168869309838473
Tead1,0.0559816313685176,0.0501339766265307,0.0553165135154024,0.0597355899037586,0.0552919278535523,0.0168869309838473
Efnb3,0.0547612595686168,0.0563063378318117,0.0498710847024414,0.0568476525267224,0.0544465836573981,0.0168869309838473
Ets1,0.0387725489655234,0.0451538294130534,0.0489369312708529,0.0396395776392033,0.0431257218221582,0.0168869309838473
Cpeb1,0.0399058431773794,0.0377006015139452,0.0478021365296622,0.0375258277488516,0.0407336022424596,0.0168869309838473
Gpx8,0.0342429561088988,0.0362435382005854,0.037896703594218,0.0359063030320076,0.0360723752339274,0.0168869309838473
Foxd2,0.0244400382367143,0.0541864168125344,0.030626618867942,0.0133146017609103,0.0306419189195252,0.0168869309838473
Nfatc1,0.0300946757355089,0.0280506766433278,0.0285478936358241,0.031579203823117,0.0295681124594444,0.0168869309838473
Mmp9,0.179582198842479,0.0791764469087473,0.0860944234447862,0.15247191298702,0.124331245545758,0.0176211453744494
Vsig2,0.114586736821453,0.117978365973328,0.158233217828253,0.102958703359058,0.123439255995523,0.0176211453744494
Pcdhga2,0.121717648352178,0.0863833281091068,0.104408723559119,0.107337942219754,0.104961910560039,0.0176211453744494
Slit1,0.0658284241505632,0.0427956378647774,0.0300534315509241,0.0722365628190812,0.0527285140963365,0.0176211453744494
Adgra1,0.0844276957129383,0.0341729327534382,0.0202723804515511,0.0618114810590177,0.0501711224942363,0.0176211453744494
Commd3,0.0441648213091121,0.0516258266549712,0.0505854871712382,0.0464883922031312,0.0482161318346132,0.0176211453744494
Mtmr9,0.036671496319971,0.0350988613333244,0.0343795947403195,0.0365114776175916,0.0356653575028016,0.0176211453744494
Pdlim3,0.0267530073043511,0.0223441468984098,0.0244047432750091,0.0274960584311582,0.025249488977232,0.0176211453744494
Rbfox3,0,0.0366740304868463,0,0.0393645682691461,0.0190096496889981,0.0176211453744494
