GENE,cluster1,cluster2,cluster3,cluster4
BCAR3,2.299715417512623e-40,0.0035746905534666065,0.9964253094465323,0.0
BCL2L14,4.8665433951737534e-06,4.321838488423463e-05,0.9999519150717211,0.0
BHLHA15,0.9664270396997696,2.0039891519593664e-06,0.033570956311078946,0.0
BHLHE22,0.0,0.9999996567508397,3.432491613719891e-07,0.0
BMF,4.890598211427187e-05,5.281708394987014e-05,0.9998982769339353,0.0
BMP2,1.0900751791845025e-193,0.01479320832303443,0.9852067916769653,0.0
BMP3,0.0,0.9999993578005971,6.421994038193373e-07,0.0
BMP7,0.0,0.9999999999992006,7.98150273319207e-13,0.0
BMPER,1.3292452844944591e-182,0.05136824795379462,0.9486317520462062,0.0
BOC,3.850770091814147e-77,0.0011098781748122809,0.9988901218251871,0.0
BPIFB3,2.2604884510886277e-269,0.999556058880061,0.0004439411199382475,0.0
BPIFB4,0.0,0.9999833262593376,1.667374066387571e-05,0.0
BRD2,0.999990469732527,4.460769147847209e-10,9.529821396055546e-06,0.0
BRINP2,0.0,0.9999321379496378,6.786205036239127e-05,0.0
BST2,3.987076139969621e-05,5.161566309949548e-05,0.9999085135755006,0.0
BTBD19,0.9999982574267022,8.778978980905307e-11,1.7424855079130766e-06,0.0
BTG2,2.4453692639582294e-101,0.9999974231018014,2.5768981991704258e-06,0.0
C14orf39,0.0,1.0,8.983731789777419e-50,0.0
C16orf86,0.9990008488503358,3.495261557371719e-08,0.0009991161970487714,0.0
C19orf84,0.9619032235077912,1.6093775301837932e-06,0.038095167114678585,0.0
C1orf127,1.3769043818813452e-44,0.0019263332410038166,0.9980736667589958,0.0
C1orf162,0.9999971670971621,1.7632117126722003e-10,2.832726516845921e-06,0.0
C1orf210,1.5467365530571687e-48,0.00028435215084368615,0.9997156478491558,0.0
C1QTNF3,0.9999976946498187,1.0901523751369458e-10,2.3052411662239127e-06,0.0
C1QTNF6,4.2340091597165425e-52,0.0018311706920820865,0.9981688293079183,0.0
C20orf85,3.498078157249718e-283,0.9999814627246242,1.853727537655011e-05,0.0
C22orf42,1.903326180967431e-53,0.0007742715103370659,0.9992257284896623,0.0
C2orf50,8.23368845925913e-34,0.0002934248407604371,0.9997065751592389,0.0
C2orf72,4.0978103219020696e-178,0.007080559107265292,0.9929194408927342,0.0
C3,8.3385892130847135e-50,0.000832946189585475,0.9991670538104147,0.0
C8orf48,2.160932979205627e-06,4.3356401784570833e-05,0.9999544826652353,0.0
CA12,5.443700682684949e-74,0.0011703258456583327,0.9988296741543424,0.0
CACNG6,0.0,0.9999999915704514,8.429547268240893e-09,0.0
CADM1,0.0,0.9999955448963019,4.455103697592859e-06,0.0
CADM2,0.9999966307070398,1.6779562004422794e-10,3.369125164550718e-06,0.0
CADM3,0.0,0.9975713227513411,0.0024286772486577734,0.0
CADPS,6.786789895606702e-165,0.010047525067752226,0.9899524749322491,0.0
CALCOCO1,5.933151804905831e-147,0.9999999994799218,5.200790904522132e-10,0.0
CALY,0.0,0.9999999986145554,1.3854443536054014e-09,0.0
CAMK2N1,0.0,0.6777682582950985,0.3222317417049014,0.0
CAMKMT,0.9999963808370675,1.6138682544039635e-10,3.6190015456250023e-06,0.0
CAPN12,0.9340926175791538,2.5464932137042994e-06,0.06590483592763219,0.0
CAPN13,2.216156289831369e-36,0.0005530850341551076,0.9994469149658444,0.0
CAPS,0.9999962811614034,2.3051116106665386e-10,3.7186080853342357e-06,0.0
CAPSL,2.93777824973145e-236,0.9998633008880002,0.00013669911200155056,0.0
CARNS1,7.399024324940911e-68,0.0013763938727678123,0.9986236061272321,0.0
CASC15,5.26102019446294e-34,0.00041656038395537174,0.9995834396160439,0.0
CASC2,0.9999796749840104,7.812382269922266e-10,2.0324234751363236e-05,0.0
CASQ2,2.685357833820357e-34,0.0003800244284643511,0.9996199755715359,0.0
CBFA2T3,0.0,1.0,1.6660383735867669e-46,0.0
CBR3,1.2397811016357553e-18,0.0005132205986232395,0.9994867794013774,0.0
CCDC103,0.020230719905479647,3.855642310061456e-05,0.9797307236714196,0.0
CCDC141,0.9999798417057048,8.611677675184318e-10,2.0157433127426798e-05,0.0
CCDC159,0.9999961900598594,1.497429510430363e-10,3.8097903976099117e-06,0.0
CCDC160,0.0,1.0,7.957629391660689e-19,0.0
CCDC170,3.230326857905723e-26,4.943028197854318e-05,0.999950569718021,0.0
CCDC184,1.760362363012784e-258,0.9975270490729833,0.002472950927017797,0.0
CCDC87,0.9999856278613267,6.119019581803132e-10,1.43715267713489e-05,0.0
CCDC96,3.254665638221577e-10,0.00016648624940307735,0.9998335134251296,0.0
CCKBR,2.95270546568847e-278,0.22859046792097765,0.7714095320790223,0.0
CCNO,0.0,1.0,9.625041002740909e-18,0.0
CCPG1,0.9999978388410292,1.0159630556785408e-10,2.1610573745115284e-06,0.0
CCT6P1,0.9999927771001234,4.322092805901106e-10,7.22246766741031e-06,0.0
CCT6P3,0.9999983902700957,7.451221686347559e-11,1.609655392083474e-06,0.0
CD164L2,1.1437160740860502e-22,0.00019584828207999368,0.9998041517179206,0.0
CD177,8.406627267504908e-05,9.83361621006932e-05,0.9998175975652239,0.0
CD226,0.9999985483341792,6.908605088374584e-11,1.4515967346844784e-06,0.0
CD247,9.54482134473959e-111,0.017039861912706834,0.9829601380872934,0.0
CD70,9.223300481905841e-223,0.1710048259995917,0.8289951740004101,0.0
CD72,8.191976877229852e-25,0.00015674430613908647,0.9998432556938607,0.0
CD8B,6.48365471023622e-05,5.190262611312513e-05,0.9998832608267851,0.0
CDH11,1.2065707589976017e-62,0.0003946676026800573,0.9996053323973207,0.0
CDH15,5.19653301663928e-204,0.9999871023874564,1.28976125430337e-05,0.0
CDH20,9.106239185909151e-133,0.0012842646527013236,0.9987157353472994,0.0
CDH7,3.2589610804689877e-28,4.280201374562458e-05,0.999957197986254,0.0
CDK20,0.9999234569172242,2.745070825988069e-09,7.654033770496306e-05,0.0
CDK5,0.9483150378567294,3.492597264471877e-06,0.05168146954600692,0.0
CDKL2,0.9999357376306214,2.142369259204878e-09,6.426022700962767e-05,0.0
CDKN1A,7.500192289128413e-08,0.00015773830074350997,0.9998421866973337,0.0
CDX1,6.658101849733253e-126,0.9999102517262752,8.97482737240652e-05,0.0
CDX2,0.0,1.0,1.2236664280054807e-64,0.0
CEBPB-AS1,3.979768351376783e-07,5.941778998999023e-05,0.9999401842331747,0.0
CEBPD,1.2709447337290198e-06,3.711765146419165e-05,0.9999616114038028,0.0
CELF3,3.71645609596e-313,0.9771251682038856,0.022874831796113916,0.0
CEP19,0.9999978566310959,8.140206277358205e-11,2.1432875021002456e-06,0.0
CES3,7.758035379792671e-55,0.0006032730621076227,0.9993967269378923,0.0
CES4A,0.006557996671045346,3.360378941057622e-05,0.9934083995395447,0.0
CFAP100,2.631629824235576e-131,0.07984925374109582,0.9201507462589051,0.0
CFAP206,1.8234398998569867e-07,4.3014694484344014e-05,0.9999568029615257,0.0
CFAP45,0.0013907720186511216,4.2564126667674967e-05,0.9985666638546812,0.0
CFAP46,0.0,1.0,5.7668802884609825e-25,0.0
CFAP54,3.3928857439918795e-12,0.00011547528242651386,0.9998845247141808,0.0
CFAP57,0.0003516000282158364,3.735230982029059e-05,0.9996110476619634,0.0
CFAP73,1.2113630550095016e-80,0.0066532951413870636,0.9933467048586123,0.0
CFAP74,0.0,1.0,3.1755757302558704e-20,0.0
CFLAR,0.9999978153197794,7.809931722465235e-11,2.1846021212367904e-06,0.0
CHAC1,5.905316398794508e-11,7.313601591688864e-05,0.9999268639250293,0.0
CHD2,0.9999948620012039,3.013380740685809e-10,5.137697457970422e-06,0.0
CHGB,4.204653270648249e-223,0.07844137027325199,0.921558629726749,0.0
CHODL,0.8715022966411056,2.270665327042712e-05,0.12847499670562473,0.0
CHP2,1.007628213362023e-116,0.0075849261982326496,0.9924150738017672,0.0
CHRD,5.506785423706792e-157,0.24778699089051232,0.7522130091094881,0.0
CHRM4,6.033363111255593e-155,0.9008902202498585,0.09910977975014106,0.0
CHRNA10,0.9999969914287785,1.4792357479326375e-10,3.0084232976712605e-06,0.0
CHRNB2,1.2395664789038447e-83,0.0035521354187944797,0.996447864581205,0.0
CHRNB4,2.0028397379551276e-166,0.868862363389916,0.1311376366100826,0.0
CLDN15,0.9999921990829025,3.7917792553202193e-10,7.800537919535082e-06,0.0
CLDN16,0.9906137856277404,4.0888392048456936e-07,0.00938580548833877,0.0
CLDN18,0.9916741976715084,3.063276850031449e-07,0.008325496000806738,0.0
CLDN3,9.335698396354724e-79,0.0013099998939358698,0.9986900001060632,0.0
CLEC4A,0.9999965604329722,1.5641755334722888e-10,3.4394106103357306e-06,0.0
CLIC3,8.407135253872032e-80,0.018754236519457543,0.9812457634805427,0.0
CLIP3,0.99999332670582,2.1635505694650737e-10,6.673077825075651e-06,0.0
CLVS2,1.0392943802476855e-118,0.003023098363625692,0.9969769016363736,0.0
CMTM5,0.0,1.0,9.415735764443679e-20,0.0
CMYA5,0.9999902818686265,4.3450817887407726e-10,9.717696865248607e-06,0.0
CNGA4,2.8004148507173867e-19,5.062458329808746e-05,0.9999493754167014,0.0
CNR1,3.246968059001812e-195,0.0027269105270963877,0.9972730894729019,0.0
CNTFR,0.0,1.0,6.738589484613382e-27,0.0
CNTN2,0.0,1.0,1.7119248594623033e-22,0.0
CNTNAP3,0.9999928442937821,4.2396041764668446e-10,7.155282257317944e-06,0.0
CNTNAP5,3.210269967221452e-52,0.0002543022168863779,0.9997456977831133,0.0
COL16A1,1.1804110769972076e-125,0.9999999965484889,3.4515105647365026e-09,0.0
COL1A1,1.816460901671221e-293,0.9999999426170997,5.7382900157302296e-08,0.0
COL20A1,0.0,0.999999999999666,3.349606817238328e-13,0.0
COL23A1,2.455034922724098e-66,0.00010694778324278334,0.9998930522167573,0.0
COL2A1,0.0,1.0,3.9515478479067706e-102,0.0
COL4A6,0.0,1.0,2.5241250518474217e-25,0.0
COL5A2,4.6552910992800885e-06,3.831287590767726e-05,0.999957031832993,0.0
COL5A3,1.8812463912136e-210,0.9761603433444604,0.023839656655538312,0.0
COL6A4P2,0.999985703936446,7.182202941133424e-10,1.4295345333593484e-05,0.0
COL9A2,5.810254280021877e-45,0.0002909008757108415,0.999709099124289,0.0
COL9A3,4.627145495342647e-78,0.4363795538194058,0.5636204461805938,0.0
COLEC12,3.170779360012798e-79,0.002448636621009071,0.9975513633789912,0.0
COLGALT2,1.0429137265520067e-185,0.0019471949370735177,0.9980528050629274,0.0
COLQ,1.3330927656456229e-14,0.00020686346235819283,0.9997931365376279,0.0
CORO2B,0.9420890913046722,3.5892891002428684e-06,0.057907319406227696,0.0
COX6B2,2.101186904233534e-161,0.8597458900048365,0.14025410999516452,0.0
CPLX1,0.0,0.9999999999997726,2.2626671865515287e-13,0.0
CPZ,0.0,1.0,5.658661525500685e-18,0.0
CRB2,1.1482322603769548e-161,0.5155672997091191,0.4844327002908813,0.0
CREB3L1,1.9561603255249754e-93,0.03189659601443221,0.9681034039855666,0.0
CREB5,9.821169634309025e-181,0.012295831997798125,0.9877041680022012,0.0
