,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
RRBP1,0.192120903628311,0.0317182977750213,0.243060981447682,0.114829071594072,0.159042353915828,0.128892526944362,0.0912068591959117,0,0,0,0.0565126300313152,0.425914131484284,0,0.176715106646065
SNX5,0.0216806001705418,0.12044993428206,0.0580710281290989,0.159830434406199,0.0913357143120444,0.0711012653106771,0.231802048819048,0.10802442529907,0.0273851908418249,0,0.331731162428314,0.308570234254339,0.148119974639328,0.0617174432462108
MGME1,0.00792224262478949,0.0209818378034236,0,0.0484305712365614,0,0,0.0467716593321352,0.0607167108194857,0,0.0861670737044767,0.0465964613914106,0.123093274788574,0.0385104225237532,0.021122203183222
PET117,0.00682512842483113,0.057685493152035,0.0168972554925029,0.0915460629385295,0.112732904707205,0,0.0362940290451909,0.032864576438424,0.0508971783095205,0,0.076464236506272,0.0811049267867057,0.0377949371689881,0.029320617904762
CSRP2BP,0.00567841943624196,0,0,0,0.0646365630659541,0,0.0259183775249356,0,0.0242775890177822,0.0824513287953859,0,0.0419421184755051,0.0377949371689881,0
ZNF133,0.00126169858297693,0.00948309531254818,0,0,0,0.0111903357162208,0,0,0.0534105770042159,0,0,0,0,0
DZANK1,0.00109801606888699,0.0124044998540296,0,0,0,0,0,0,0,0.0844848277579015,0,0,0,0.00985540782997231
POLR3F,0.0146989318352434,0.0455120174363943,0.0542272487010932,0.0629382336176853,0.0927988514508468,0.0140041492976726,0.0246083696825636,0.139621352898922,0.0687938944402205,0,0.084301681335249,0,0.0713909276621933,0.0460752114735819
RBBP9,0.00390508914254055,0,0.0159648070201965,0,0.0226577128866072,0.0125763180633837,0.0240258812053251,0.0195481321415147,0,0,0.0190879133319859,0,0,0
SEC23B,0.0707192598740562,0.0875920772020586,0.18883399651765,0.124942812101055,0.0532933518013971,0.0651015870766591,0.0578150347354162,0.216477749204015,0.108883482197784,0.14492141463244,0.188354409145038,0.213979039022522,0.074405422329246,0.281817312797916
LINC00493,0.226110569010759,0.237341523823651,0.382106774904904,0.353711603602215,0.230303354406031,0.194408358428629,0.252054867371328,0.626508823185768,0.402962531870032,0.347362634840906,0.384594574106283,0.435576712424987,0.371443355783988,0.133406361342194
DTD1,0.0155201045864688,0.0969956895581764,0.0746108304994935,0.0382075254897276,0.0625703055747141,0.037350198229419,0.115693448754382,0.0341833881249169,0.0533932328266172,0,0.0846018494774095,0.0539273134373679,0.0368691129283914,0.0530024534223272
RP5-1068E13.7,0.00104109399390845,0.0197551006460506,0,0,0.0323918802900197,0,0.0240258812053251,0.0292422048373796,0,0,0,0,0,0
RIN2,0.156356132610492,0,0.0284664827850892,0.0231002937843308,0,0.0491992769200047,0,0,0,0,0,0,0,0
NAA20,0.145717417492601,0.358217899930452,0.518145344826525,0.339514388408332,0.292456857523911,0.220217560640505,0.279415828362918,0.31956097904457,0.461421135278464,0.315626856527991,1.14559703841106,0.725397339876643,0.249595271498342,0.215986558450241
CRNKL1,0.0439090278848993,0.0779659287285014,0.072494788179132,0.134549962861565,0.0310312718839616,0.0944890551901429,0,0.225576765596014,0.153132540044755,0.317287341319016,0.0838097652977005,0.0672875618004184,0.0377949371689881,0.0118976379148319
RALGAPA2,0.013600693637904,0,0.0150039000344609,0.0236074090178844,0,0.0111903357162208,0.0226803562748063,0,0,0,0,0,0,0.0539285035061241
XRN2,0.182513111500261,0.276136899096869,0.387949979154375,0.208888598069977,0.0633284124525213,0.241326638956627,0.22389123779956,0.261869030640261,0.124967373606651,0.312559156801105,0.393421625418553,0.393944420723793,0.175424205032304,0.219376162933147
THBD,0.026332635826235,0,0.0781782592776822,0,0,0,0,0,0,0,0,0.0166989433390803,0,0.0106229181876015
CD93,0.0123519702040824,0,0.0209033126807368,0,0,0,0,0,0,0,0,0,0,0
NXT1,0.083912817397573,0.205128329081276,0.102111220853251,0.290217317084535,0.275840651027459,0.134364931783918,0.144180600018534,1.00242191466219,0.128405608844655,0.0661156942523207,0.703492242098572,0.276034023966047,0.246421799132761,0.144282972089159
RP3-322G13.5,0,0.00971579012134453,0.0150039000344609,0,0,0,0,0,0,0,0,0,0,0
GZF1,0.02100741866978,0.0100013401053936,0.0305608063358694,0.0427011071839439,0.0324676570138683,0,0.0221681169612107,0.0292422048373796,0.0247275864088994,0,0.0413312081530629,0,0,0.0214817722741007
NAPB,0.00725843107877475,0,0,0,0,0,0.0212015045388922,0.0219560558435639,0.0266064793863226,0,0.0393585166300897,0.0196249358469143,0,0
CST3,2.7517383627929,0.038367121777855,3.02746857092573,0.133096977669347,0.209598660579869,2.72528636619426,0.046171086440318,0.0480759508785258,0,0.101369985260725,0.053716577366243,2.06018339617038,0.036935600219224,3.91356364179594
CST7,0.0395563837037224,0.131065830447652,0.198320463657332,1.08666909994143,2.18150517401256,0.0396786283032208,0,0.063283584152581,0.0453716642660998,1.52508781070677,0,0.0236851802335357,0,2.27547152227086
APMAP,0.091335547347877,0.166076670258094,0.332635541631094,0.86949335427861,1.43577420127084,0.142874588570988,0.144096049477951,0.263656978379634,0.229105727020712,0.851982142315813,0.22986545571586,0.118146916610232,0.0795698371314451,0.585197105315946
ACSS1,0.00439090686071335,0.0211086603826558,0,0.0698301901985285,0.0945368279723163,0.0234805205244687,0.0888818526207854,0.0535331144132862,0.0271756175726159,0,0,0,0,0
ENTPD6,0.0360223230726533,0.019093507319818,0.0291731426993086,0,0,0.0128168953474905,0,0,0,0,0.0404659841555581,0.061609085724094,0,0.0359493391399469
PYGB,0.0063957195403086,0.0107450520677761,0,0,0.0301546915266143,0.022342503644838,0,0,0,0,0,0.0217106957723401,0,0.0142415926173939
ABHD12,0.238761803163062,0.0285063970352772,0.573258615744657,0.0993073983793351,0.149325676048159,0.121491515397156,0.0450572941283333,0.029036720242886,0,0.0824513287953859,0.0384343378741049,0.0875600415534408,0.0385477996023898,0.360039441323227
NANP,0.00259691542777184,0.0110388052696059,0.0482471238734044,0.0440308716974703,0,0.0106034754118282,0,0,0.0273026517047726,0.0844556214591855,0.0367418656688583,0.0181111404747163,0,0.0268985523643608
ZNF337-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF337,0.00374259326289023,0.0172628643864078,0,0.0209185774121157,0,0.011204475427624,0,0,0.0278954455190634,0,0,0,0,0
RP4-610C12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRG1B,0.0305513753798377,0.0391888258100585,0.0213501233388101,0.0670743826385754,0.0334884268945613,0.0510293287280252,0.0659482222972799,0.0987137726963348,0.0780085825190183,0.0613006864245152,0.0316415015347535,0.0183806643483847,0.115991878119976,0.0282657718382678
HM13,0.421383901129884,0.216630990888054,0.376242006296613,0.255691554472206,0.338884869485,0.249408632049906,0.174790073457975,0.142027345821187,0.171287477294446,0,0.45264116942919,0.544339757369507,0.144699387705376,0.155084242073196
ID1,0.00929659715537933,0,0,0,0,0,0,0,0,0,0.0152203355285579,0,0,0
BCL2L1,0.0340898238658576,0.0192644047555353,0,0,0.063836312051332,0.0362345199255025,0.0245609777162982,0.0239310338801345,0,0,0.0861759808425145,0.066868448273622,0,0.0326042059654135
PDRG1,0.0152788062140902,0.0259629316369162,0.0409085981433316,0.14599353098261,0.06427405927655,0.0560226963629121,0.0423428277992218,0.224449543509643,0.118855674593796,0.0896643617387233,0.0608072141379914,0.101506794274333,0.157787337103678,0.00768236833304102
HCK,0.472573541928215,0.00990667712416201,0.642429885298708,0,0,0.864116354584602,0.0703095860618352,0,0,0,0,0,0.0390300481693933,0.468843694890039
TM9SF4,0.0205791148910975,0.0985605143950263,0.0812038474782189,0.0451631615613905,0.0541540041776833,0.0328636784528829,0,0,0,0,0.0781029691201894,0.0436252596219628,0,0.0211877657705396
PLAGL2,0.010507073239889,0,0.0193592804252063,0,0,0.00913729076133895,0,0,0.0227995523315177,0,0.0183470798139354,0,0,0
POFUT1,0.00168058471361216,0,0,0,0.0336702502462217,0,0.0245609777162982,0,0,0,0,0.0177370363208718,0,0
KIF3B,0.00829310784899854,0.0191930673981516,0.0125787080418506,0,0,0.0122279222160325,0,0,0,0.142529976514752,0,0.0743794840984127,0,0.0341752170097712
ASXL1,0.0301057521037595,0.0485397516340942,0.0169024794690535,0.0619255105390059,0.0650989372652795,0.0103410049324775,0.0551994019626348,0.0782592564387819,0.0482190014609157,0,0.118878392491863,0.0915345327623936,0,0.0337062652021914
C20orf112,0.0126623356012688,0.0205901409530486,0,0.0409966150821977,0.0287872275327371,0.0221916803549771,0,0,0,0,0,0.0199125331243524,0,0.0468534199370509
COMMD7,0.319764058632776,0.173084072360201,0.432250881976163,0.455717406118075,0.343182156817542,0.320441758671461,0.072033321716698,0.0176757927701931,0.13850213640155,0.158865441658375,0.172228099249382,0.461582891257985,0.155098559114455,0.37230026955224
MAPRE1,0.361873887058671,0.345851956881913,0.463296925309262,0.270570752032854,0.154572184296538,0.297034909122458,0.148492978906091,0.480569082178639,0.301456456317553,0.21963899558588,0.427915845249759,0.483985319616387,0.305378526104468,0.414483532694144
RP5-1085F17.3,0.00102543904998034,0,0.0173521666706024,0,0,0,0,0.0264680808065723,0,0,0,0,0,0
